Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
26	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	51999	214.07086	88.26256	332.3288	-52.572414	-228.19928	59.06929	272.21004605293274
27	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	53999	240.08192	100.73788	371.21936	-65.87985	-255.92432	69.94415	284.70798349380493
28	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	55999	265.9046	109.12231	396.57758	-68.86087	-282.22668	79.07011	297.0505015850067
29	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	57999	282.8968	111.77388	398.42548	-84.37163	-298.8057	86.650665	309.4646224975586
30	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	59999	293.43457	110.23586	393.46982	-60.512005	-308.48944	79.20746	322.0904281139374
31	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	61999	296.97437	106.96314	378.92557	-70.810585	-310.69177	73.81936	335.0986726284027
32	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	63999	293.10687	102.47792	365.67157	-61.479633	-304.8773	62.549133	348.17741537094116
33	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	65999	284.9268	100.71767	355.6089	-74.49987	-296.05875	59.533035	360.72383522987366
34	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	67999	278.89337	95.932816	343.8279	-73.40806	-289.6293	51.369038	373.4863979816437
35	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	69999	273.9173	90.43513	334.6064	-76.85008	-284.2241	44.527172	386.2537212371826
36	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	71999	267.6085	85.929565	323.8578	-50.732796	-277.03864	38.405003	398.7809245586395
37	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	73999	260.52762	81.16473	313.54254	-51.66776	-269.31155	36.15311	411.4534206390381
38	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	75999	252.9981	76.04763	301.64093	-63.079296	-261.23163	32.356926	423.9486138820648
39	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	77999	244.82054	71.90624	292.88367	-59.801765	-252.63957	27.88875	436.8544456958771
40	747.6667	356.85324	1000.0	243.0	1000.0	0.0	1000.0	1000.0	747.6667	1000.0	79999	235.57654	68.70462	287.74466	-83.24549	-242.66287	24.925707	450.0399534702301
41	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	81999	226.33064	65.40151	278.3371	-64.78194	-232.96455	24.553469	463.11375427246094
42	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	83999	222.28497	62.658745	264.979	-69.71896	-229.23189	23.37152	476.2188346385956
43	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	85999	217.11444	59.50326	253.83855	-63.233948	-223.1848	20.417675	489.16925382614136
44	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	87999	209.84268	55.242813	245.36963	-60.575397	-215.31403	19.630774	501.9073555469513
45	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	89999	204.81392	51.512203	235.9478	-58.52557	-210.40303	16.748182	514.5929658412933
46	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	91999	200.23654	47.617237	237.10042	-44.265232	-205.3979	16.26693	527.4054939746857
47	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	93999	195.56287	44.567432	227.3188	-70.327415	-200.4626	15.663878	540.5033459663391
48	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	95999	193.24551	42.967655	227.20116	-66.29384	-198.26671	16.120792	553.1661877632141
49	1000.0	0.0	1000.0	1000.0	302.5	348.82352	1000.0	121.0	1000.0	302.5	97999	192.27283	42.43315	227.35786	-64.80898	-197.10744	15.242172	563.5466156005859
50	180.2	274.043	1000.0	67.0	59.0	2.236068	63.0	54.0	180.2	59.0	99999	191.2	43.233177	230.2848	-56.67594	-196.55478	15.176216	573.3442840576172
