Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
1	5.901186	3.2525635	21.0	2.0	37.8	3.2802439	45.0	34.0	5.901186	37.8	1499	1.878917	0.70608544	3.5343995	-0.2633041	-2.0780396	0.110449225	3.5108213424682617
2	5.562963	3.061366	28.0	3.0	24.8	0.9797959	26.0	23.0	5.562963	24.8	2999	5.7136574	3.0381348	10.78578	0.27675286	-6.745538	0.20441543	12.665771007537842
3	5.7547894	2.910087	19.0	3.0	22.1	1.1357818	24.0	20.0	5.7547894	22.1	4499	10.737268	5.6135893	17.130562	0.43560624	-12.921349	0.4478408	21.77073073387146
4	5.6466165	3.2794542	24.0	3.0	29.0	2.236068	32.0	25.0	5.6466165	29.0	5999	15.301897	8.130494	23.007475	0.20307991	-18.521576	1.1254272	31.084583282470703
5	5.8862743	3.4252245	23.0	3.0	22.2	1.1661904	24.0	20.0	5.8862743	22.2	7499	19.426367	10.540259	28.37478	0.12699606	-23.68057	1.6864545	40.22663927078247
6	5.9760957	3.535735	29.0	3.0	27.9	1.9723083	30.0	24.0	5.9760957	27.9	8999	23.164217	12.815916	33.480194	0.46452248	-28.294786	2.311875	49.55244517326355
7	7.4623117	6.4056616	27.0	3.0	24.9	0.7	26.0	23.0	7.4623117	24.9	10499	26.976088	14.777859	37.992825	0.2648215	-32.864418	3.389287	58.941431522369385
8	31.574469	5.804417	44.0	21.0	43.5	2.6925824	50.0	39.0	31.574469	43.5	11999	30.932667	15.950001	42.094196	-0.47932887	-36.91817	7.4614725	68.78027820587158
9	48.612904	12.838141	89.0	30.0	32.0	0.7745967	33.0	31.0	48.612904	32.0	13499	34.92312	16.77744	45.87619	-0.6922504	-40.90303	9.0729065	78.65011668205261
10	37.9	4.09756	47.0	32.0	47.4	0.48989797	48.0	47.0	37.9	47.4	14999	38.58873	17.47556	49.29926	-1.3129419	-44.45756	10.395054	88.46417021751404
11	233.33333	329.26822	962.0	27.0	38.8	0.4	39.0	38.0	233.33333	38.8	16499	41.945026	18.307632	52.82616	-1.5134717	-47.75994	10.402907	98.05625867843628
12	99.5	56.74064	178.0	45.0	109.4	0.9165152	111.0	108.0	99.5	109.4	17999	45.432037	19.054026	56.213894	-1.2161489	-51.156483	9.478397	108.04197692871094
13	52.172413	33.609386	160.0	35.0	40.3	0.4582576	41.0	40.0	52.172413	40.3	19499	48.308964	19.974602	59.385685	-2.663128	-53.954556	8.343611	117.90633940696716
14	37.72973	2.2135777	44.0	35.0	1000.0	0.0	1000.0	1000.0	37.72973	1000.0	20999	49.9942	21.395239	62.185486	-2.7790961	-55.373974	8.454801	131.5612437725067
15	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	22499	52.52282	21.767498	64.884674	-2.9857285	-58.157375	8.288051	145.25588703155518
16	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	23999	55.63624	22.177948	67.409546	-2.8637226	-61.02096	7.6300592	159.17595744132996
17	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	25499	58.0768	22.861685	69.72106	-2.7645001	-63.34677	7.9779916	172.7133755683899
18	166.18182	278.13266	1000.0	46.0	374.4	241.78055	849.0	153.0	166.18182	374.4	26999	60.31714	23.421005	71.86335	-9.858792	-65.39172	8.342724	184.17416620254517
19	1000.0	0.0	1000.0	1000.0	306.9	227.42975	899.0	81.0	1000.0	306.9	28499	62.500885	23.656107	73.798836	-9.14762	-67.41386	7.9834685	194.86504745483398
20	271.875	299.14603	919.0	49.0	718.6	355.9661	1000.0	60.0	271.875	718.6	29999	64.34058	24.031347	75.664474	-8.539067	-69.12311	8.3931055	207.82706546783447
