Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
11	39.54902	3.3449624	52.0	35.0	53.7	0.45825756	54.0	53.0	39.54902	53.7	21999	46.434395	17.985443	55.780895	-1.8350129	-51.600838	15.9609785	128.8081111907959
12	80.958336	37.247463	176.0	43.0	86.4	0.48989797	87.0	86.0	80.958336	86.4	23999	49.18475	18.48263	59.03764	-1.5092196	-54.23804	15.423612	141.60557579994202
13	92.5	8.83562	114.0	77.0	88.0	0.8944272	89.0	86.0	92.5	88.0	25999	52.3855	19.156199	62.450237	-4.3109007	-57.35813	13.603385	154.5665352344513
14	84.82609	14.618786	105.0	37.0	94.5	0.67082036	95.0	93.0	84.82609	94.5	27999	55.557945	19.883207	65.528854	-5.136692	-60.478718	14.255945	167.44937300682068
15	51.775	24.146935	117.0	36.0	38.5	0.5	39.0	38.0	51.775	38.5	29999	57.65289	20.873798	68.238365	-10.634272	-62.42661	12.134862	180.0138123035431
16	41.851063	4.598699	53.0	29.0	47.2	0.59999996	48.0	46.0	41.851063	47.2	31999	58.38824	22.293127	70.96509	-11.937131	-63.10544	11.529652	192.48626446723938
17	53.07895	6.518725	68.0	44.0	64.2	2.7129319	69.0	60.0	53.07895	64.2	33999	58.85065	23.767574	73.64161	-14.752723	-63.54378	10.977033	205.1894977092743
18	104.75	67.685394	341.0	51.0	1000.0	0.0	1000.0	1000.0	104.75	1000.0	35999	59.16153	25.206312	76.07226	-19.03341	-63.823544	9.745978	221.36800003051758
19	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	37999	59.504734	26.365623	78.63097	-14.801609	-64.15201	9.831072	237.4464614391327
20	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	39999	61.202656	26.960676	81.39076	-5.878778	-65.80977	9.121077	253.68487787246704
21	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	41999	64.043686	27.4271	83.92682	-14.88451	-68.697075	9.896664	269.90369415283203
22	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	43999	67.240685	27.14281	85.91533	-14.491443	-71.862595	10.574016	285.7226483821869
23	1000.0	0.0	1000.0	1000.0	902.1	293.7	1000.0	21.0	1000.0	902.1	45999	70.212715	27.15955	87.783066	-12.838941	-74.74317	9.862414	300.76110339164734
24	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	47999	72.68415	26.92795	89.24875	-23.026072	-77.08166	10.092234	316.54688715934753
25	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	49999	74.87041	27.385685	90.72432	-23.19569	-79.1783	9.381251	332.4705300331116
26	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	51999	76.78774	27.858404	91.98095	-19.969414	-80.91016	9.093836	348.5025839805603
27	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	53999	78.88773	28.126661	92.9385	-17.832916	-82.923096	9.920652	364.3903534412384
28	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	55999	80.73882	28.272076	93.6676	-13.265776	-84.685905	9.20453	379.971275806427
29	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	57999	82.30628	27.956474	94.3566	-8.326857	-86.13335	10.100438	395.6979775428772
30	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	59999	83.58421	27.694887	95.15489	-3.711059	-87.28075	9.298765	411.5253975391388
31	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	61999	84.751	27.349367	95.87935	-3.534212	-88.35492	9.449467	427.4191303253174
32	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	63999	85.86825	27.09226	96.60071	-8.9785595	-89.36648	7.963446	443.31069111824036
33	960.5	39.5	1000.0	921.0	804.6	390.8	1000.0	23.0	960.5	804.6	65999	86.5534	27.303787	97.2261	-8.57378	-90.01053	9.710644	458.69386053085327
34	404.2	334.70847	1000.0	90.0	1000.0	0.0	1000.0	1000.0	404.2	1000.0	67999	87.36588	27.339931	97.875336	-11.989414	-90.741264	8.521485	474.88226079940796
35	983.0	17.0	1000.0	966.0	1000.0	0.0	1000.0	1000.0	983.0	1000.0	69999	88.13045	27.11098	98.35726	-3.1856668	-91.38359	8.304709	490.95305609703064
36	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	71999	88.54974	27.21673	98.80565	-11.09746	-91.719475	8.610828	506.741815328598
37	813.0	187.0	1000.0	626.0	1000.0	0.0	1000.0	1000.0	813.0	1000.0	73999	88.88987	27.4233	99.178474	-7.0026298	-91.99499	8.391951	522.874344587326
38	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	75999	89.65021	26.98467	99.538185	-11.282994	-92.69334	7.8660355	538.845654964447
39	588.25	335.52673	1000.0	85.0	1000.0	0.0	1000.0	1000.0	588.25	1000.0	77999	90.35028	26.502342	99.88173	-12.499163	-93.38486	8.176792	555.0936386585236
40	756.6667	172.2195	1000.0	626.0	1000.0	0.0	1000.0	1000.0	756.6667	1000.0	79999	91.10622	25.860142	100.13573	-5.3824954	-94.02151	9.113519	571.1235694885254
41	408.6	359.84308	1000.0	100.0	1000.0	0.0	1000.0	1000.0	408.6	1000.0	81999	91.77297	25.423906	100.36247	-10.033921	-94.61075	7.241004	586.9732592105865
42	945.0	53.0	998.0	892.0	121.8	2.3151672	126.0	118.0	945.0	121.8	83999	91.76512	25.652	100.45643	-5.800995	-94.53764	8.561432	599.5363087654114
43	652.0	348.0	1000.0	304.0	1000.0	0.0	1000.0	1000.0	652.0	1000.0	85999	91.68288	26.038383	100.569275	-9.976572	-94.43286	7.3312244	615.1658933162689
44	446.83334	394.2429	1000.0	128.0	365.1	229.16913	921.0	125.0	446.83334	365.1	87999	91.96325	25.698584	100.63308	-12.073772	-94.66477	8.630762	628.5168256759644
45	810.5	189.5	1000.0	621.0	1000.0	0.0	1000.0	1000.0	810.5	1000.0	89999	92.30789	25.290983	100.66668	-11.483802	-94.88527	7.6194415	644.7338330745697
46	745.3333	360.15305	1000.0	236.0	1000.0	0.0	1000.0	1000.0	745.3333	1000.0	91999	92.46125	25.12796	100.70021	-23.379599	-95.055595	7.589375	660.0894958972931
47	980.0	20.0	1000.0	960.0	1000.0	0.0	1000.0	1000.0	980.0	1000.0	93999	92.72238	24.905064	100.74983	-11.070482	-95.222855	7.594107	675.6821908950806
48	755.0	346.48233	1000.0	265.0	1000.0	0.0	1000.0	1000.0	755.0	1000.0	95999	92.81798	24.859789	100.78293	-7.487761	-95.315094	7.5431604	691.4107799530029
49	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	97999	93.20195	24.379982	100.765625	-7.2690134	-95.63503	6.448189	707.6987330913544
50	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	99999	93.53563	23.982552	100.8089	-7.4770904	-95.89474	6.992786	723.4636559486389
51	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	101999	93.56446	24.035704	100.835464	-10.67362	-95.885735	6.399794	738.9454851150513
52	774.0	226.0	1000.0	548.0	1000.0	0.0	1000.0	1000.0	774.0	1000.0	103999	93.66343	23.98204	100.86378	-20.65722	-95.892624	7.118101	754.453809261322
53	855.0	145.0	1000.0	710.0	1000.0	0.0	1000.0	1000.0	855.0	1000.0	105999	93.86784	23.657835	100.88444	-11.216973	-96.066216	6.7055497	770.0891003608704
54	846.3333	217.31749	1000.0	539.0	1000.0	0.0	1000.0	1000.0	846.3333	1000.0	107999	93.9389	23.491207	100.88007	-9.778682	-96.135704	6.6415014	785.6614148616791
55	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	109999	94.13926	23.243752	100.9001	-6.073496	-96.21451	6.8805566	801.2003383636475
56	922.0	78.0	1000.0	844.0	1000.0	0.0	1000.0	1000.0	922.0	1000.0	111999	94.11736	23.182066	100.85224	-5.961421	-96.26749	5.940298	816.8041682243347
57	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	113999	94.36782	22.67207	100.82694	-5.3693023	-96.390816	7.145298	832.2038433551788
58	621.75	393.3207	1000.0	91.0	1000.0	0.0	1000.0	1000.0	621.75	1000.0	115999	94.28992	22.783016	100.80059	-9.78921	-96.3353	6.0731153	847.5115156173706
59	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	117999	94.5213	22.3069	100.766045	-8.380667	-96.60509	6.5965695	862.6522529125214
60	723.0	277.0	1000.0	446.0	125.7	12.288612	148.0	104.0	723.0	125.7	119999	94.59434	22.164927	100.72677	-8.762303	-96.579216	6.8156605	874.6670188903809
61	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	121999	94.517	22.298668	100.700356	-9.713587	-96.43514	5.394826	890.2033696174622
62	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	123999	94.66984	21.954212	100.698814	-7.778283	-96.60781	5.975266	905.8199191093445
63	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	125999	94.84787	21.658247	100.65261	-8.7228775	-96.678314	6.17294	921.2749943733215
64	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	127999	94.69717	21.879873	100.598404	-12.272826	-96.54511	5.0733147	937.0119111537933
65	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	129999	94.77847	21.60598	100.55191	-6.0292697	-96.59983	6.1534343	952.7311127185822
66	1000.0	0.0	1000.0	1000.0	298.9	161.08536	706.0	130.0	1000.0	298.9	131999	94.86116	21.385769	100.57305	-4.687207	-96.65695	5.503716	965.7207353115082
67	412.0	279.31226	1000.0	147.0	1000.0	0.0	1000.0	1000.0	412.0	1000.0	133999	95.10279	20.61912	100.49848	-11.64832	-96.83527	5.712049	981.170933008194
68	350.16666	345.65753	974.0	80.0	1000.0	0.0	1000.0	1000.0	350.16666	1000.0	135999	95.01807	20.690914	100.43849	-7.8914666	-96.70168	5.3205895	996.662187576294
69	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	137999	94.75427	21.198105	100.41319	-5.411377	-96.46177	5.3551345	1011.918535232544
70	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	139999	94.85701	20.963875	100.38837	-3.8968103	-96.55875	5.4527903	1027.3633930683136
71	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	141999	94.70054	21.24712	100.312584	-12.201265	-96.33941	5.763462	1042.7503411769867
72	490.75	336.17062	1000.0	110.0	1000.0	0.0	1000.0	1000.0	490.75	1000.0	143999	94.63641	21.315914	100.29429	-14.812431	-96.259285	5.4136014	1058.4149341583252
73	641.3333	343.64453	1000.0	178.0	1000.0	0.0	1000.0	1000.0	641.3333	1000.0	145999	94.72982	21.164167	100.30432	-7.0844417	-96.40247	4.3261056	1073.715214729309
74	614.6667	351.0008	1000.0	151.0	1000.0	0.0	1000.0	1000.0	614.6667	1000.0	147999	94.80965	20.832119	100.31262	-6.427261	-96.408264	5.5863585	1089.339599609375
75	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	149999	94.94637	20.633675	100.287	-9.922074	-96.50391	5.231706	1105.046285867691
76	739.6667	124.296234	914.0	633.0	1000.0	0.0	1000.0	1000.0	739.6667	1000.0	151999	95.05486	20.440706	100.293076	-11.445372	-96.62294	5.4821076	1120.627075433731
77	647.6667	264.14685	1000.0	364.0	1000.0	0.0	1000.0	1000.0	647.6667	1000.0	153999	95.16729	20.326447	100.30812	-3.5221457	-96.70979	4.627347	1136.1141064167023
78	580.3333	296.9246	1000.0	358.0	1000.0	0.0	1000.0	1000.0	580.3333	1000.0	155999	95.1573	20.386992	100.29899	-4.4502945	-96.664276	5.4921856	1151.8527805805206
79	853.0	147.0	1000.0	706.0	317.5	296.56274	1000.0	93.0	853.0	317.5	157999	95.23894	20.432026	100.4076	-13.391721	-96.76633	4.9151177	1164.587696313858
80	697.6667	427.5639	1000.0	93.0	1000.0	0.0	1000.0	1000.0	697.6667	1000.0	159999	95.49021	20.049229	100.44433	-20.057898	-96.96574	5.113546	1179.601744890213
81	915.0	85.0	1000.0	830.0	1000.0	0.0	1000.0	1000.0	915.0	1000.0	161999	95.27275	20.51808	100.46064	-9.399211	-96.74511	4.604015	1194.718257188797
82	897.3333	145.1926	1000.0	692.0	115.5	6.2809234	127.0	104.0	897.3333	115.5	163999	95.50753	20.090874	100.44172	-3.25996	-96.93336	5.2873764	1206.5444605350494
83	396.0	326.0368	1000.0	87.0	1000.0	0.0	1000.0	1000.0	396.0	1000.0	165999	95.53872	20.09305	100.51349	-11.378877	-96.99011	4.862695	1221.7600491046906
84	546.0	363.56384	1000.0	110.0	177.0	274.3771	1000.0	77.0	546.0	177.0	167999	95.68583	19.78317	100.5548	-5.22929	-97.08844	5.1510696	1234.3834383487701
85	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	169999	95.75208	19.698809	100.62146	-5.4515157	-97.14483	5.249607	1250.163337945938
86	819.6667	130.24678	1000.0	697.0	92.7	6.148984	102.0	82.0	819.6667	92.7	171999	95.86858	19.469748	100.56779	-9.454866	-97.222404	4.343716	1262.067364692688
87	995.5	4.5	1000.0	991.0	80.2	2.5612497	83.0	75.0	995.5	80.2	173999	95.88296	19.465656	100.62811	-8.944291	-97.25157	4.4687285	1273.6420152187347
88	471.0	386.0706	1000.0	75.0	1000.0	0.0	1000.0	1000.0	471.0	1000.0	175999	95.82878	19.8071	100.74998	-2.995317	-97.18205	4.7248006	1288.7178347110748
89	695.6667	400.37177	1000.0	130.0	1000.0	0.0	1000.0	1000.0	695.6667	1000.0	177999	96.05864	19.524837	100.74915	-3.6045551	-97.41509	4.6814957	1303.8552346229553
90	426.0	75.964905	510.0	326.0	1000.0	0.0	1000.0	1000.0	426.0	1000.0	179999	96.02037	19.605711	100.77851	-10.819537	-97.36066	4.4260187	1318.8494307994843
91	718.6667	397.86542	1000.0	156.0	1000.0	0.0	1000.0	1000.0	718.6667	1000.0	181999	96.21701	19.296347	100.81201	-9.986511	-97.575165	4.1633515	1334.1689548492432
92	733.3333	377.12363	1000.0	200.0	1000.0	0.0	1000.0	1000.0	733.3333	1000.0	183999	96.23968	19.253733	100.8791	-8.048219	-97.5074	4.660966	1349.4814643859863
93	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	185999	96.29128	19.08955	100.841255	-22.662	-97.577576	5.104801	1364.7025151252747
94	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	187999	96.44596	18.867096	100.8301	-4.146383	-97.742424	4.3784566	1379.9927651882172
95	638.3333	259.44086	1000.0	404.0	1000.0	0.0	1000.0	1000.0	638.3333	1000.0	189999	96.41902	18.948051	100.90341	-16.072163	-97.64758	4.6996675	1395.2543694972992
96	631.3333	389.8387	1000.0	92.0	1000.0	0.0	1000.0	1000.0	631.3333	1000.0	191999	96.46491	19.195187	101.08128	-5.036209	-97.71328	4.8564024	1410.6044228076935
97	853.6667	206.94658	1000.0	561.0	289.5	355.38495	1000.0	91.0	853.6667	289.5	193999	96.82002	18.646315	101.13614	-3.6287315	-98.0639	4.5946574	1423.3435733318329
98	484.5	381.1617	1000.0	101.0	947.0	159.0	1000.0	470.0	484.5	947.0	195999	96.8819	18.637735	101.199844	-6.7654247	-98.13059	5.002828	1438.5250270366669
99	923.5	76.5	1000.0	847.0	1000.0	0.0	1000.0	1000.0	923.5	1000.0	197999	96.97697	18.453974	101.28182	-3.3305473	-98.23472	4.6172457	1454.054390668869
100	998.0	2.0	1000.0	996.0	1000.0	0.0	1000.0	1000.0	998.0	1000.0	199999	97.29791	17.913609	101.369606	-6.718492	-98.53194	4.3082604	1469.300666809082
