Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
38	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	75999	248.471	83.43876	348.0829	-63.64792	-260.54453	46.803368	435.09213399887085
39	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	77999	260.688	88.15689	372.68335	-73.7315	-272.85272	52.900444	448.478022813797
40	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	79999	269.90427	92.89987	390.46423	-77.22252	-282.49756	55.188374	461.8336617946625
41	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	81999	270.42776	92.52174	393.75955	-78.9809	-281.3732	53.05588	474.947359085083
42	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	83999	265.2718	86.18591	387.1514	-68.361015	-275.4343	48.293957	487.96211290359497
43	1000.0	0.0	1000.0	1000.0	232.5	9.728824	248.0	219.0	1000.0	232.5	85999	257.60114	78.28332	354.44482	-65.34197	-266.88953	43.692844	498.8704717159271
44	353.75	374.3283	1000.0	82.0	1000.0	0.0	1000.0	1000.0	353.75	1000.0	87999	251.25893	72.47691	345.91168	-57.344326	-260.20575	41.13512	512.1277718544006
45	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	89999	251.17519	71.76515	342.75012	-56.32765	-260.4081	40.265087	525.747709274292
46	385.0	383.42822	1000.0	28.0	1000.0	0.0	1000.0	1000.0	385.0	1000.0	91999	253.36928	72.857254	352.14716	-63.341106	-262.7277	40.97011	538.9257743358612
47	253.0	315.08456	1000.0	29.0	1000.0	0.0	1000.0	1000.0	253.0	1000.0	93999	259.20605	74.714134	386.59232	-57.634396	-268.6649	45.34871	552.5788705348969
48	1000.0	0.0	1000.0	1000.0	652.6	212.99774	1000.0	456.0	1000.0	652.6	95999	264.92758	78.91814	392.71338	-73.311615	-274.37088	44.730408	564.5817093849182
49	285.2857	243.96997	837.0	100.0	1000.0	0.0	1000.0	1000.0	285.2857	1000.0	97999	271.8589	82.86401	396.71976	-77.820496	-281.80844	44.357166	577.7237043380737
50	562.6667	336.02216	1000.0	183.0	1000.0	0.0	1000.0	1000.0	562.6667	1000.0	99999	280.52737	86.61761	384.4523	-72.3636	-290.33386	45.942905	590.8782830238342
51	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	101999	279.80695	83.94265	391.08102	-95.52748	-288.09537	45.097874	604.2772002220154
52	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	103999	274.65927	78.2061	386.66235	-82.31341	-282.4897	38.79005	617.4020485877991
53	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	105999	272.43475	74.23413	424.3386	-100.61253	-280.53314	34.84021	630.5269122123718
54	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	107999	278.53613	74.26352	436.74225	-90.64325	-287.6349	37.570576	644.1198718547821
55	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	109999	289.18253	74.355484	441.44888	-80.50338	-298.61395	39.670593	657.0621140003204
56	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	111999	296.18195	76.42868	438.4157	-78.47102	-304.94644	36.84551	669.9780247211456
57	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	113999	295.38947	74.58762	442.16077	-101.141594	-303.6914	40.706898	682.8698079586029
58	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	115999	291.11523	73.98556	443.07205	-68.367035	-299.39853	41.386086	695.8709251880646
59	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	117999	286.77176	72.22543	443.40918	-73.72756	-294.58813	43.75932	708.9166085720062
60	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	119999	282.36395	72.71707	427.97232	-81.31473	-290.732	36.940624	721.8850569725037
61	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	121999	287.7315	71.85028	409.68518	-73.14536	-296.39362	38.416714	734.870523929596
62	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	123999	289.46735	70.340744	397.67548	-102.00464	-297.60013	34.774696	748.1078884601593
63	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	125999	289.2881	69.08495	378.50543	-100.540855	-297.15018	35.770462	761.2083420753479
64	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	127999	287.5057	66.49615	364.4275	-72.40058	-294.8044	34.033142	774.3320586681366
65	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	129999	284.99475	64.23008	356.6321	-110.50697	-291.66592	34.321033	787.2977135181427
66	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	131999	281.09033	62.78448	359.00937	-98.351364	-287.94543	32.65858	800.9313998222351
67	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	133999	280.71725	61.492832	348.91248	-54.080967	-287.3558	28.712496	814.5465362071991
68	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	135999	278.51593	60.086514	343.40506	-106.70973	-285.23407	30.426477	827.9218919277191
69	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	137999	277.59027	58.57149	345.58252	-81.88257	-284.141	27.260633	841.3842191696167
70	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	139999	277.8731	59.24195	339.84183	-70.70721	-284.4409	25.981895	855.2139406204224
71	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	141999	279.49457	60.564957	358.40503	-88.053375	-286.10306	30.22338	868.7897257804871
72	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	143999	278.96194	59.019928	351.27393	-90.76012	-284.90012	27.65098	881.8083925247192
73	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	145999	279.57703	58.11892	348.99637	-86.56932	-286.13168	30.62505	895.1903855800629
74	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	147999	278.52173	55.34375	360.3347	-77.991295	-284.19556	28.732958	908.7621343135834
75	636.5	395.11105	1000.0	54.0	72.7	2.8301945	76.0	68.0	636.5	72.7	149999	276.21875	56.343906	423.77362	-66.39202	-283.55182	32.528908	919.1905097961426
76	233.66667	296.77563	1000.0	48.0	1000.0	0.0	1000.0	1000.0	233.66667	1000.0	151999	315.51678	72.26131	439.1351	-72.30785	-327.4755	39.667397	932.8340694904327
77	584.3333	294.3086	1000.0	358.0	1000.0	0.0	1000.0	1000.0	584.3333	1000.0	153999	336.25812	79.58111	443.24896	-72.21234	-345.59924	38.287956	946.3624937534332
78	602.6667	387.024	1000.0	78.0	1000.0	0.0	1000.0	1000.0	602.6667	1000.0	155999	353.39557	80.964455	440.04202	-64.73683	-363.3923	43.00185	959.7638206481934
79	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	157999	354.45078	74.97322	449.76453	-67.28691	-361.1911	45.523476	973.2290072441101
80	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	159999	345.7723	70.60935	442.58447	-74.52123	-352.93518	37.605194	986.5909600257874
81	880.5	119.5	1000.0	761.0	1000.0	0.0	1000.0	1000.0	880.5	1000.0	161999	341.31183	67.929085	430.44583	-52.099174	-347.9905	39.942257	999.9323408603668
82	272.8889	284.2872	884.0	57.0	1000.0	0.0	1000.0	1000.0	272.8889	1000.0	163999	335.26593	64.59249	425.5753	-73.36347	-341.89658	44.099556	1013.099871635437
83	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	165999	335.0996	64.56551	412.0694	-82.27341	-342.23465	40.641453	1026.5134704113007
84	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	167999	330.1354	63.808994	397.7304	-93.85949	-336.2553	36.478703	1039.7174663543701
85	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	169999	321.41483	62.625004	389.5693	-90.46268	-327.7017	39.530407	1054.3542499542236
86	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	171999	323.67957	62.283157	392.53296	-102.60572	-331.54092	37.84733	1067.8107891082764
87	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	173999	331.95953	63.82279	416.46533	-71.03298	-339.42426	36.031727	1081.5187685489655
88	676.5	323.5	1000.0	353.0	46.0	2.0976176	51.0	44.0	676.5	46.0	175999	332.50192	63.35825	481.90857	-76.368706	-339.01657	42.14398	1091.8139817714691
89	373.5	443.0334	1000.0	52.0	1000.0	0.0	1000.0	1000.0	373.5	1000.0	177999	325.88776	66.582695	534.304	-72.16825	-331.34512	41.205696	1104.9369864463806
90	288.33334	380.61676	1000.0	61.0	61.6	0.48989797	62.0	61.0	288.33334	61.6	179999	324.69965	71.92649	576.3754	-77.3934	-332.69684	41.366352	1115.1243035793304
91	252.4	373.80453	1000.0	62.0	69.9	3.238827	78.0	67.0	252.4	69.9	181999	350.9615	79.13742	570.6043	-81.35531	-362.0208	54.364727	1125.5665085315704
92	681.6667	450.19135	1000.0	45.0	59.0	0.0	59.0	59.0	681.6667	59.0	183999	393.49585	89.46502	548.9223	-83.00008	-406.11267	54.347492	1135.6497254371643
93	213.22223	281.22302	1000.0	54.0	1000.0	0.0	1000.0	1000.0	213.22223	1000.0	185999	420.5696	99.628654	552.652	-76.62306	-431.27414	65.88882	1148.8828659057617
94	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	187999	421.00323	97.679436	518.41504	-98.11073	-429.42026	60.62722	1163.4814047813416
95	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	189999	424.02808	92.05551	510.21393	-68.90446	-433.57736	60.415195	1176.6699607372284
96	814.3333	262.57233	1000.0	443.0	1000.0	0.0	1000.0	1000.0	814.3333	1000.0	191999	430.02832	86.71011	525.03766	-102.30332	-438.9171	64.99118	1190.1144366264343
97	587.0	298.51382	1000.0	181.0	103.0	0.0	103.0	103.0	587.0	103.0	193999	428.1599	81.30228	528.20074	-81.76353	-436.3647	60.41748	1200.6655669212341
98	281.0	114.94471	428.0	133.0	815.0	370.00027	1000.0	74.0	281.0	815.0	195999	425.19662	79.76686	521.0229	-87.1943	-433.0554	56.823208	1213.559404373169
99	73.35714	178.35284	1000.0	35.0	38.0	0.0	38.0	38.0	73.35714	38.0	197999	412.7083	78.499565	507.85043	-132.58565	-419.0567	54.577827	1223.867465019226
100	44.177776	22.961115	194.0	35.0	39.6	0.48989797	40.0	39.0	44.177776	39.6	199999	394.1132	78.88277	488.97763	-100.898796	-399.32843	54.076233	1233.8738899230957
