Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
22	699.0	301.0	1000.0	398.0	970.5	88.5	1000.0	705.0	699.0	970.5	43999	125.94549	42.747383	167.95662	-32.53445	-133.57275	25.588564	289.7613368034363
23	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	45999	129.94781	42.1574	171.01794	-33.468468	-137.89297	23.83965	304.8225996494293
24	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	47999	137.96776	43.193275	192.65968	-34.921192	-145.91739	22.776203	320.17228746414185
25	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	49999	145.32816	44.75497	207.18385	-35.687096	-152.95831	25.655148	335.3152377605438
26	951.6667	68.35365	1000.0	855.0	976.0	72.0	1000.0	760.0	951.6667	976.0	51999	148.69736	45.087456	213.19942	-37.869072	-155.78119	27.868734	350.68815898895264
27	41.02	35.0277	269.0	32.0	34.0	0.0	34.0	34.0	41.02	34.0	53999	152.18562	46.146168	225.29579	-47.95288	-159.84843	30.597906	362.4316098690033
28	35.03448	1.2589749	38.0	32.0	36.0	0.0	36.0	36.0	35.03448	36.0	55999	167.15343	53.56641	231.15128	-38.323284	-176.92694	31.80944	374.3125333786011
29	49.5	16.02342	87.0	35.0	78.2	0.4	79.0	78.0	49.5	78.2	57999	181.62556	62.719585	253.37408	-30.542225	-191.53468	33.123535	386.44003891944885
30	314.25	395.94974	1000.0	78.0	886.9	240.223	1000.0	213.0	314.25	886.9	59999	189.76648	67.988655	307.10062	-34.354282	-199.69786	37.605797	401.7678279876709
31	866.6667	188.56181	1000.0	600.0	1000.0	0.0	1000.0	1000.0	866.6667	1000.0	61999	196.99452	71.79568	342.94385	-26.88203	-206.38406	36.702045	417.47955203056335
32	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	63999	201.07234	75.66968	355.25262	-31.3864	-209.91441	39.10224	433.07835030555725
33	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	65999	204.2879	75.09255	360.72357	-46.402912	-212.74007	38.50668	448.9660360813141
34	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	67999	209.73048	75.88807	354.71027	-48.586185	-218.6625	35.20723	465.1649594306946
35	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	69999	220.14204	77.17373	358.89532	-50.764603	-229.85594	37.039852	480.9895408153534
36	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	71999	233.727	77.719696	348.05185	-33.694813	-243.44806	40.007	496.7713677883148
37	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	73999	244.67212	77.44966	340.74643	-49.128075	-255.03433	41.847168	512.5951402187347
38	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	75999	252.70198	77.01155	327.17227	-49.42992	-262.4823	39.51228	528.6072521209717
39	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	77999	253.52228	77.44534	314.3421	-27.742298	-262.83188	40.711132	544.8712420463562
40	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	79999	249.0997	75.52447	311.06738	-27.268341	-257.34326	37.19634	560.9326665401459
41	1000.0	0.0	1000.0	1000.0	718.6	283.6495	1000.0	226.0	1000.0	718.6	81999	240.00232	74.565636	304.87808	-33.58785	-247.70618	35.32327	576.0601341724396
42	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	83999	231.80186	70.44682	294.34708	-33.730488	-239.18004	33.883938	591.9728925228119
43	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	85999	224.91882	67.08367	287.13013	-40.64279	-231.74463	32.98139	608.2953381538391
44	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	87999	219.53682	64.76045	280.26144	-40.04225	-226.39682	30.251648	624.8097808361053
45	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	89999	215.01198	62.27794	275.06088	-37.628807	-221.668	29.012157	641.5564320087433
46	430.2	219.02274	703.0	105.0	86.8	2.1817424	92.0	84.0	430.2	86.8	91999	210.25073	58.314617	270.23917	-41.491524	-216.15836	28.614073	654.8425385951996
47	499.0	51.351727	552.0	414.0	409.3	336.10834	1000.0	85.0	499.0	409.3	93999	203.60834	56.24526	264.33057	-25.073133	-209.43275	24.863691	669.1994721889496
48	789.5	210.5	1000.0	579.0	1000.0	0.0	1000.0	1000.0	789.5	1000.0	95999	198.0495	54.240463	264.32947	-28.120274	-203.72752	26.445105	685.7756021022797
49	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	97999	192.45232	52.68483	256.2108	-30.455763	-197.82138	24.496586	702.388197183609
50	1000.0	0.0	1000.0	1000.0	56.8	0.59999996	57.0	55.0	1000.0	56.8	99999	188.42409	49.900585	250.76851	-30.498466	-193.49725	20.578976	715.2035238742828
