Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
14	902.5	97.5	1000.0	805.0	1000.0	0.0	1000.0	1000.0	902.5	1000.0	27999	68.36051	29.692575	98.49079	-17.292719	-75.160866	13.573277	131.63689589500427
15	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	29999	73.89036	29.737736	102.16427	-15.903997	-80.81457	13.66809	143.7747232913971
16	367.125	377.47894	1000.0	29.0	1000.0	0.0	1000.0	1000.0	367.125	1000.0	31999	80.1115	29.76897	107.3353	-15.439551	-87.07984	14.961981	156.07200288772583
17	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	33999	89.05053	31.104778	114.81503	-16.177637	-96.65074	17.143177	168.58207488059998
18	60.727272	131.26799	803.0	34.0	37.4	0.66332495	38.0	36.0	60.727272	37.4	35999	98.20139	32.437435	124.04602	-18.75117	-105.82064	21.862171	177.86985969543457
19	165.625	315.49362	1000.0	38.0	1000.0	0.0	1000.0	1000.0	165.625	1000.0	37999	104.32766	33.82425	129.5998	-17.494246	-111.76539	27.968018	190.31129574775696
20	960.0	40.0	1000.0	920.0	1000.0	0.0	1000.0	1000.0	960.0	1000.0	39999	109.33242	35.058304	135.68776	-18.260345	-117.00064	27.806507	202.6722548007965
21	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	41999	113.53546	35.59163	140.65904	-18.144241	-120.871315	27.655071	215.3235149383545
22	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	43999	116.26331	35.466053	141.66719	-18.81803	-123.29828	26.3043	227.79415202140808
23	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	45999	118.14544	35.118397	142.89246	-19.685314	-124.92469	25.546381	240.13665199279785
24	1000.0	0.0	1000.0	1000.0	907.1	278.7	1000.0	71.0	1000.0	907.1	47999	120.53729	34.55685	144.17691	-18.969522	-127.16765	25.66629	252.2860722541809
25	215.63637	369.756	1000.0	39.0	246.2	376.9514	1000.0	50.0	215.63637	246.2	49999	123.2077	34.377697	147.79422	-16.667969	-129.87694	26.05386	262.56468176841736
26	66.25	157.84598	1000.0	36.0	37.0	0.0	37.0	37.0	66.25	37.0	51999	126.33115	35.02766	151.54576	-16.679691	-133.03226	28.998165	272.06334137916565
27	38.057693	0.9489562	40.0	36.0	38.6	0.48989797	39.0	38.0	38.057693	38.6	53999	127.63994	35.526096	152.57616	-17.991402	-133.86613	35.28547	281.35256457328796
28	39.07843	4.2326612	56.0	32.0	46.9	4.323193	55.0	44.0	39.07843	46.9	55999	126.79893	35.80771	152.31363	-17.476036	-132.77864	34.48271	290.8330645561218
29	46.045456	7.4252477	70.0	36.0	37.9	0.29999998	38.0	37.0	46.045456	37.9	57999	125.38778	37.24554	152.1989	-18.84655	-131.30284	26.912138	300.2155041694641
30	75.92308	184.85086	1000.0	35.0	45.0	0.6324555	46.0	44.0	75.92308	45.0	59999	124.62301	39.090424	154.182	-18.42178	-130.65869	23.105976	309.46152448654175
31	48.566666	7.8599553	84.0	41.0	49.5	0.8062258	51.0	48.0	48.566666	49.5	61999	123.54838	41.187126	158.82153	-17.01651	-129.23277	21.225386	318.8135325908661
32	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	63999	120.3621	42.68357	158.0832	-18.74297	-125.683365	18.064034	331.1436333656311
33	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	65999	118.50193	43.122272	152.00687	-23.116562	-123.70751	16.650774	343.48549342155457
34	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	67999	117.70338	43.378937	153.98746	-18.897217	-122.98852	15.546216	355.86782479286194
35	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	69999	118.01053	43.06885	156.71837	-16.766634	-122.93392	14.611254	368.25541734695435
36	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	71999	117.7656	42.25662	153.60132	-16.771584	-122.468056	12.882339	380.75862884521484
37	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	73999	116.81201	41.614334	150.22551	-16.09465	-121.28159	11.684494	393.32298946380615
38	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	75999	115.86467	41.352	149.09016	-20.072344	-120.21395	11.121008	405.6053466796875
39	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	77999	115.55773	40.466854	145.11745	-16.97415	-119.73692	10.533813	418.0602526664734
40	1000.0	0.0	1000.0	1000.0	910.8	266.6015	1000.0	111.0	1000.0	910.8	79999	116.62279	39.74092	143.74292	-16.850746	-120.86139	10.537961	430.283935546875
41	799.5	200.5	1000.0	599.0	1000.0	0.0	1000.0	1000.0	799.5	1000.0	81999	117.57927	38.81926	142.59564	-17.616352	-121.73215	10.893729	442.69338965415955
42	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	83999	119.23483	38.611485	144.32585	-19.402668	-123.59223	11.543256	455.1382737159729
43	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	85999	121.96501	38.899124	148.76181	-19.281128	-126.43176	10.72605	467.6498007774353
44	410.2857	404.58612	1000.0	71.0	1000.0	0.0	1000.0	1000.0	410.2857	1000.0	87999	124.74451	39.235725	151.43042	-18.18824	-129.17455	10.663963	480.0162296295166
45	607.0	393.0	1000.0	214.0	1000.0	0.0	1000.0	1000.0	607.0	1000.0	89999	126.18116	39.75439	152.59276	-19.527758	-130.45659	12.421552	492.51772809028625
46	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	91999	125.97773	39.495342	152.22803	-20.71565	-129.93707	10.605668	504.9078953266144
47	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	93999	124.78913	38.45966	148.76486	-18.425121	-128.48962	10.398564	517.2645878791809
48	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	95999	123.28763	37.66045	148.1162	-17.135834	-126.82254	9.714698	529.6881444454193
49	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	97999	122.10329	37.131405	146.62521	-17.766317	-125.59708	9.178344	542.2858126163483
50	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	99999	121.29576	36.441887	144.38965	-15.845267	-124.66745	8.942054	554.8199806213379
