Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
17	823.0	177.0	1000.0	646.0	823.0	50.055176	10.313923	54.630142	12.4189205	36000	5.2452087e-08	1833.151	-0.0039396486	-556.3756	0.83761877	0.017529989	0.1825	3.0	38.92895579338074
18	699.0	33.0	732.0	666.0	699.0	58.186306	0.71745837	58.214176	30.41075	38000	1.1265278e-07	1280.0564	-0.010382389	-222.66138	0.83788955	0.0028745236	0.0805	79.0	41.40109324455261
19	627.0	264.183	1000.0	422.0	627.0	60.434914	5.547242	61.327126	0.8213885	40000	8.404255e-09	999.8394	-0.006186644	-153.20819	0.8367428	0.019515334	0.2675	3.0	43.44921016693115
20	1000.0	0.0	1000.0	1000.0	1000.0	63.98331	0.0016355383	63.983665	63.939827	42000	-1.8978119e-07	1104.253	-0.004994175	-180.66199	0.8367841	0.008233657	0.0985	79.0	45.988208055496216
21	1000.0	0.0	1000.0	1000.0	1000.0	66.931564	0.022713704	66.93335	66.40066	44000	-6.5469743e-07	930.88837	-0.0026668254	-150.45764	0.82990956	0.0037897455	0.0495	79.0	48.500746726989746
22	604.3333	349.97174	1000.0	149.0	604.3333	68.7705	6.3228273	69.605156	1.6269033	46000	2.5570392e-08	691.029	-0.002005474	-123.16907	0.8325675	0.016720861	0.227	5.0	50.453810930252075
23	771.5	228.5	1000.0	543.0	771.5	71.521675	0.017227873	71.52345	71.18408	48000	3.1292438e-09	656.7418	-0.008386189	-72.51636	0.83236337	0.006012626	0.086	79.0	52.996973752975464
24	832.5	167.5	1000.0	665.0	832.5	73.372406	5.3633612e-05	73.372444	73.37098	50000	-2.4348497e-08	588.93774	-0.0067379503	-62.548035	0.8231703	0.0051103397	0.0545	79.0	55.56774854660034
25	1000.0	0.0	1000.0	1000.0	1000.0	75.09452	0.22930354	75.10831	69.301346	52000	3.7813186e-07	528.17584	-0.0048539722	-85.67737	0.8104989	0.011465747	0.1345	79.0	58.059662103652954
26	1000.0	0.0	1000.0	1000.0	1000.0	77.11426	0.00041398304	77.11433	77.10351	54000	3.428459e-07	445.84592	-0.0032410533	-73.84238	0.8164263	0.018670669	0.2345	4.0	60.00803899765015
27	655.0	345.0	1000.0	310.0	655.0	79.01294	7.7795885e-05	79.01297	79.01079	56000	-2.3722649e-08	422.19797	-0.007687936	-36.7287	0.8167753	0.008862399	0.115	79.0	62.548300981521606
28	921.5	78.5	1000.0	843.0	921.5	80.38928	7.665226e-05	80.389305	80.38626	58000	4.851818e-08	386.98163	-0.0053398944	-30.247864	0.80020374	0.002054593	0.08	79.0	65.1009931564331
29	651.6667	338.5679	1000.0	193.0	651.6667	81.63326	8.782788e-05	81.633286	81.630554	60000	1.15707515e-08	455.02936	-0.0046655796	-12.365234	0.7813105	0.0272321	0.337	3.0	67.01308989524841
30	1000.0	0.0	1000.0	1000.0	1000.0	82.46379	7.2508155e-05	82.46383	82.46203	62000	-6.899834e-07	261.77835	-0.0074252635	-45.117035	0.78095007	0.00032895582	0.06	79.0	69.49034214019775
31	1000.0	0.0	1000.0	1000.0	1000.0	83.98203	0.00018808685	83.982086	83.977295	64000	-4.3153761e-07	218.41212	-0.0015872983	-40.61284	0.74083596	0.017506454	0.2295	4.0	71.4208927154541
32	1000.0	0.0	1000.0	1000.0	1000.0	85.38292	1.3963323	85.48329	51.104706	66000	-4.029274e-08	184.24857	-0.008242011	-38.91452	0.73990244	0.00528888	0.0635	79.0	73.94341564178467
33	965.5	34.5	1000.0	931.0	965.5	86.87403	0.0001422523	86.87408	86.86968	68000	-6.0647727e-09	270.4498	-0.0072359876	-11.306274	0.7163567	0.002490052	0.0375	79.0	76.49095869064331
34	1000.0	0.0	1000.0	1000.0	1000.0	87.716644	3.742838e-05	87.71667	87.71619	70000	4.5108794e-07	128.43909	-0.002923407	-24.703568	0.7175996	0.0038850864	0.039	79.0	79.06661939620972
35	1000.0	0.0	1000.0	1000.0	1000.0	88.9105	3.8962236e-05	88.91052	88.90993	72000	-4.482269e-08	104.685616	-0.0068977023	-21.579994	0.72714394	0.0061105373	0.088	79.0	81.61263799667358
36	1000.0	0.0	1000.0	1000.0	1000.0	90.06755	0.024643695	90.06995	89.43644	74000	-6.3991547e-07	83.98683	-0.0017207675	-17.820541	0.71089315	0.002950593	0.052	79.0	84.27021527290344
37	474.0	126.47727	683.0	369.0	474.0	91.13879	9.710739e-05	91.138824	91.13622	76000	-2.4229289e-08	714.02045	-0.0024512634	-22.431946	0.70026857	0.015589838	0.1285	7.0	86.26971745491028
38	575.3333	345.79022	1000.0	153.0	575.3333	89.429886	6.3138614	90.044136	2.461433	78000	-1.8187798e-08	330.7189	-0.008725108	-97.51503	0.69954824	0.015830142	0.133	4.0	88.26504802703857
39	1000.0	0.0	1000.0	1000.0	1000.0	90.21936	0.0053063803	90.22021	90.11305	80000	-2.336502e-08	81.43144	-0.0022858463	-17.500477	0.6992442	0.0060124593	0.059	79.0	90.81783843040466
40	856.5	143.5	1000.0	713.0	856.5	91.28833	0.017528962	91.29007	90.697945	82000	-2.1196902e-09	225.11153	-0.008385921	-2.5002441	0.6802122	0.0044359984	0.089	79.0	93.38995504379272
41	1000.0	0.0	1000.0	1000.0	1000.0	91.50812	2.1569176	91.75554	58.92313	84000	1.3518333e-07	63.32045	-0.0046851933	-18.78267	0.66774213	0.025940066	0.3425	4.0	95.37642812728882
42	396.25	136.45032	603.0	227.0	396.25	92.72045	8.8392386e-05	92.720474	92.71801	86000	-2.9578806e-09	753.97253	-0.009598481	-32.51178	0.6671821	0.004782029	0.094	79.0	98.01125884056091
43	873.5	126.5	1000.0	747.0	873.5	91.27496	0.00010462304	91.27498	91.270874	88000	-1.5310944e-09	225.30914	-0.006912403	-1.217041	0.6474117	0.0041694264	0.0595	79.0	100.55119156837463
44	823.5	176.5	1000.0	647.0	823.5	91.494644	0.00013905992	91.49468	91.49126	90000	1.2293458e-08	223.96426	-0.007892356	-2.0738678	0.64723533	0.0024720833	0.072	79.0	103.11346173286438
45	903.0	97.0	1000.0	806.0	903.0	91.6387	2.380857	91.90976	52.732296	92000	-4.842877e-09	231.15562	-0.0075885975	-10.442093	0.6598305	0.0159745	0.194	7.0	105.09698510169983
46	449.0	239.77211	759.0	175.0	449.0	91.51087	6.491681	92.19932	5.4990797	94000	-1.0110438e-08	500.1841	-0.0074214283	-44.205994	0.66120577	0.0030205408	0.049	79.0	107.66721558570862
47	1000.0	0.0	1000.0	1000.0	1000.0	91.469444	0.016119065	91.4704	90.9689	96000	1.2111664e-07	61.94896	-0.0015045027	-15.19532	0.6795644	0.001507368	0.0195	79.0	110.23482847213745
48	778.5	221.5	1000.0	557.0	778.5	92.51106	0.43825117	92.54717	82.41581	98000	3.1404197e-09	220.60854	-0.004309169	-1.7686462	0.6937584	0.019989496	0.26	4.0	112.25446963310242
49	879.0	121.0	1000.0	758.0	879.0	92.44931	5.5847297	92.94513	1.7118878	100000	-1.0658056e-08	172.1545	-0.005666973	-102.48593	0.69432974	0.005701333	0.1015	79.0	114.83459067344666
50	1000.0	0.0	1000.0	1000.0	1000.0	93.54186	0.04919388	93.54486	91.92168	102000	2.374649e-07	35.511593	-0.0048015947	-10.75848	0.6933521	0.002456852	0.0485	79.0	117.48060321807861
51	1000.0	0.0	1000.0	1000.0	1000.0	94.56712	3.0515193e-05	94.56714	94.56674	104000	-1.0170936e-06	25.125956	-0.0017110305	-8.155741	0.67066914	0.0017459063	0.0295	79.0	120.04953217506409
52	409.75	206.69104	722.0	186.0	409.75	95.45527	0.41327456	95.4972	88.01767	106000	-7.510185e-09	827.971	-0.0054750447	-323.0186	0.66829324	0.018295445	0.152	5.0	122.03381586074829
53	574.0	84.05157	671.0	466.0	574.0	81.39253	15.729753	87.20676	-1.9200392	108000	-1.1436641e-08	308.33044	-0.0057030213	-118.50169	0.6681816	0.01647676	0.2375	3.0	124.0124762058258
54	212.0	81.136375	427.0	133.0	212.0	87.60072	1.4609662	94.999146	75.64775	110000	-5.617738e-09	1387.1604	-0.0012166663	-1004.3102	0.6681438	0.016264826	0.1515	4.0	125.97554588317871
55	1000.0	0.0	1000.0	1000.0	1000.0	65.044754	13.993177	79.16959	42.797115	112000	6.966293e-08	1181.6981	0.00039338396	-931.81354	0.6680605	0.015312851	0.1095	6.0	127.91893291473389
56	291.5	83.715294	391.0	187.0	291.5	82.409935	0.014653318	82.41465	82.03425	114000	9.6410515e-09	617.9328	-0.0050770883	-5.874817	0.6673067	0.0034442914	0.0405	79.0	130.47756576538086
57	1000.0	0.0	1000.0	1000.0	1000.0	82.41248	0.007934089	82.41705	82.272064	116000	-3.185272e-07	263.309	-0.00602329	-76.267075	0.6676713	0.007046272	0.1055	79.0	133.07880425453186
58	427.75	286.81735	864.0	159.0	427.75	85.032776	0.42210385	85.076866	77.30094	118000	-1.2211502e-08	634.7337	-0.009789503	-25.948303	0.67263126	0.005405198	0.0535	79.0	135.67439436912537
59	724.5	275.5	1000.0	449.0	724.5	83.19997	2.4656394	84.69006	68.62685	120000	-1.5601517e-08	316.79877	-0.008441791	-66.289	0.6468192	0.011193775	0.129	79.0	138.22798323631287
60	1000.0	0.0	1000.0	1000.0	1000.0	86.29869	0.3708319	86.343185	79.50615	122000	2.9110907e-07	159.71959	-0.006767502	-51.60617	0.6833345	0.016441714	0.1645	3.0	140.18617272377014
61	1000.0	0.0	1000.0	1000.0	1000.0	88.63224	0.0023189054	88.63771	88.61962	124000	-9.346008e-08	110.007095	0.0005477934	-36.54561	0.68383676	0.018366762	0.2575	3.0	142.10574650764465
62	1000.0	0.0	1000.0	1000.0	1000.0	90.626434	0.005686712	90.64127	90.61613	126000	-5.493164e-07	74.788994	-0.005577584	-70.961655	0.68407863	0.002542343	0.059	79.0	144.65973019599915
63	1000.0	0.0	1000.0	1000.0	1000.0	98.470856	0.011541061	98.478325	98.379265	128000	-1.0251999e-07	1.9919416	-0.0039261878	-0.72785425	0.69458914	0.019418	0.218	3.0	146.6124939918518
64	1000.0	0.0	1000.0	1000.0	1000.0	98.77081	0.0036558216	98.77247	98.71943	130000	-2.479553e-07	1.2864527	-0.0035300578	-0.457456	0.6948355	0.004266379	0.084	79.0	149.15950918197632
65	1000.0	0.0	1000.0	1000.0	1000.0	99.00363	0.0027112465	99.00539	98.98212	132000	6.9141386e-08	0.8445166	-0.0014782575	-0.30955386	0.69132966	0.01565225	0.189	5.0	151.08718013763428
66	1000.0	0.0	1000.0	1000.0	1000.0	99.19453	0.024589865	99.20075	98.82721	134000	-2.8681754e-07	0.5537604	-0.005976601	-0.21014401	0.6918389	0.0057298862	0.0975	79.0	153.6018831729889
67	1000.0	0.0	1000.0	1000.0	1000.0	99.36215	0.010466625	99.364655	99.15271	136000	-1.5735627e-07	0.3466496	-0.004686736	-0.13539834	0.6687393	0.005267632	0.081	79.0	156.16669130325317
68	1000.0	0.0	1000.0	1000.0	1000.0	99.49689	0.0074296626	99.499146	99.332405	138000	-2.2506714e-07	0.21548562	-0.0020871651	-0.08670278	0.64370185	0.015389545	0.23	5.0	158.14439940452576
69	1000.0	0.0	1000.0	1000.0	1000.0	99.60762	0.0022212348	99.608925	99.58122	140000	-1.9168854e-07	0.13109674	-0.0007576206	-0.054364182	0.642504	0.015002318	0.1905	6.0	160.1509988307953
70	1000.0	0.0	1000.0	1000.0	1000.0	99.695915	0.00244755	99.69764	99.675514	142000	1.3222694e-06	0.078768276	-0.0054032463	-0.033687755	0.64075446	0.007300319	0.0905	79.0	162.685067653656
71	1000.0	0.0	1000.0	1000.0	1000.0	99.767494	0.0028115588	99.7689	99.73852	144000	-2.8133393e-08	0.045883697	-0.0046301726	-0.020228352	0.6422569	0.024771659	0.3235	3.0	164.61339926719666
72	1000.0	0.0	1000.0	1000.0	1000.0	99.811935	0.039224826	99.82524	99.44372	146000	1.11997124e-07	0.031943638	-0.004660037	-0.014202967	0.64247465	0.010341473	0.098	79.0	167.1212067604065
73	1000.0	0.0	1000.0	1000.0	1000.0	99.87169	0.0024344153	99.87261	99.809044	148000	-1.1253357e-07	0.013959679	-0.004036786	-0.0065814257	0.62763286	0.009340442	0.078	79.0	169.6682572364807
74	1000.0	0.0	1000.0	1000.0	1000.0	99.90542	0.0017442536	99.906296	99.87762	150000	-4.4584276e-08	0.0076217838	-0.0045519886	-0.0036643902	0.64394623	0.007918712	0.062	79.0	172.2132613658905
75	1000.0	0.0	1000.0	1000.0	1000.0	99.93097	0.0025964112	99.93178	99.885544	152000	2.3722649e-07	0.004053669	-0.009525368	-0.0020119841	0.6314316	0.0067000273	0.0885	79.0	174.78830361366272
76	1000.0	0.0	1000.0	1000.0	1000.0	99.95073	0.00054438494	99.951065	99.94579	154000	1.2016297e-07	0.0020647768	-0.004374322	-0.0010499883	0.5804784	-0.0011397778	0.0395	79.0	177.3151032924652
77	1000.0	0.0	1000.0	1000.0	1000.0	99.964714	0.0023685503	99.96527	99.90461	156000	-1.13487246e-07	0.0010672394	-0.000524234	-0.00055522803	0.5461409	0.016366268	0.182	4.0	179.24749207496643
78	1000.0	0.0	1000.0	1000.0	1000.0	99.97542	0.00064320216	99.975815	99.969925	158000	-3.361702e-08	0.0005105297	-0.007730919	-0.0002728099	0.5452001	0.0020594492	0.054	79.0	181.79786372184753
79	1000.0	0.0	1000.0	1000.0	1000.0	99.98303	0.0005982009	99.983376	99.9747	160000	3.7789346e-07	0.00024554844	-0.0071883714	-0.00013602013	0.5048606	0.005398762	0.0425	79.0	184.34924817085266
80	1000.0	0.0	1000.0	1000.0	1000.0	99.98822	0.0014632018	99.98881	99.964516	162000	2.6583672e-08	0.00012084879	-0.0038826712	-6.6433575e-05	0.48765144	0.023956012	0.3055	2.0	186.3390655517578
81	1000.0	0.0	1000.0	1000.0	1000.0	99.992035	0.00091818214	99.99264	99.985954	164000	6.973743e-08	5.461737e-05	-0.0058955234	-3.0965803e-05	0.48729885	0.004390239	0.052	79.0	188.8957417011261
82	1000.0	0.0	1000.0	1000.0	1000.0	99.994835	0.00076225	99.995316	99.98824	166000	-1.2791156e-07	2.3350736e-05	-0.0038869553	-1.41313985e-05	0.4602221	0.015698118	0.193	3.0	190.8060131072998
83	1000.0	0.0	1000.0	1000.0	1000.0	99.99697	0.00042376984	99.997215	99.99132	168000	-4.529953e-09	7.971441e-06	-0.004568974	-4.389175e-06	0.45944953	0.00082742336	0.0475	79.0	193.38420152664185
84	1000.0	0.0	1000.0	1000.0	1000.0	99.99797	0.00044049992	99.998215	99.99074	170000	4.2557716e-08	3.7207012e-06	-0.005595347	-2.6276844e-06	0.4548718	0.00548636	0.0365	79.0	195.8856828212738
85	1000.0	0.0	1000.0	1000.0	1000.0	99.999	0.00032206578	99.99919	99.99461	172000	2.2411346e-08	9.602994e-07	-0.00451819	-1.5586056e-07	0.4181751	0.006082119	0.047	79.0	198.39107871055603
86	1000.0	0.0	1000.0	1000.0	1000.0	99.99908	0.0003560216	99.99928	99.99513	174000	4.285574e-08	8.6933966e-07	-0.0017792751	-6.408089e-08	0.4085859	0.0045426185	0.0415	79.0	200.98565936088562
87	1000.0	0.0	1000.0	1000.0	1000.0	99.99912	0.00036632855	99.99931	99.99498	176000	-1.333654e-09	7.838878e-07	-0.0058077495	-5.9362833e-08	0.4057021	0.0042985035	0.0365	79.0	203.50739526748657
88	1000.0	0.0	1000.0	1000.0	1000.0	99.99919	0.0003126427	99.99936	99.99472	178000	1.4692545e-08	6.645834e-07	-0.0035592446	-5.4761983e-08	0.36164528	0.0048982278	0.0535	79.0	206.0319423675537
89	1000.0	0.0	1000.0	1000.0	1000.0	99.99924	0.00027088518	99.999405	99.99678	180000	-2.3424626e-08	5.750089e-07	-0.0033774178	-5.2059875e-08	0.3475863	0.0027565714	0.0495	79.0	208.64470672607422
90	1000.0	0.0	1000.0	1000.0	1000.0	99.999275	0.00027799656	99.999435	99.99539	182000	-8.106232e-09	5.33176e-07	-0.0050165085	-4.8982997e-08	0.33437893	0.0031113818	0.034	79.0	211.2575786113739
91	1000.0	0.0	1000.0	1000.0	1000.0	99.9993	0.00029534134	99.99948	99.99509	184000	2.026558e-08	5.261316e-07	-0.0067520128	-4.9128744e-08	0.31401473	0.0036831256	0.031	79.0	213.81885147094727
92	1000.0	0.0	1000.0	1000.0	1000.0	99.99939	0.00024799665	99.99951	99.99573	186000	1.4305114e-08	3.9074132e-07	-0.0076168254	-4.137854e-08	0.27701968	0.0030407433	0.0495	79.0	216.35642743110657
93	1000.0	0.0	1000.0	1000.0	1000.0	99.999435	0.00018747675	99.99956	99.99727	188000	-5.7011842e-08	3.001357e-07	-0.0048075328	-3.7252903e-08	0.23319057	0.0037494488	0.052	79.0	218.9660370349884
94	1000.0	0.0	1000.0	1000.0	1000.0	99.99948	0.00016598344	99.9996	99.99773	190000	-9.432435e-08	2.517723e-07	-0.0013655672	-3.381004e-08	0.21040928	0.018941661	0.2375	12.0	220.98214292526245
95	1000.0	0.0	1000.0	1000.0	1000.0	99.9995	0.00019941696	99.99963	99.996	192000	-4.9704337e-08	2.503953e-07	0.00077394245	-3.296566e-08	0.20663953	0.017283779	0.2245	4.0	222.92345929145813
96	1000.0	0.0	1000.0	1000.0	1000.0	99.999565	0.0001674168	99.99968	99.99721	194000	-1.31726265e-08	1.9553012e-07	-0.0016645328	-2.9288927e-08	0.20510517	0.0045405123	0.0185	79.0	225.4977729320526
97	1000.0	0.0	1000.0	1000.0	1000.0	99.9996	0.00017115982	99.99971	99.99754	196000	-9.23872e-09	1.6239719e-07	-0.0044006105	-2.6390765e-08	0.19683808	0.0052608517	0.057	79.0	228.03069233894348
98	1000.0	0.0	1000.0	1000.0	1000.0	99.99966	0.00016186475	99.999756	99.99802	198000	-3.0258672e-08	1.3318213e-07	0.002650238	-2.2830442e-08	0.1788471	0.015876405	0.288	21.0	230.12129664421082
99	1000.0	0.0	1000.0	1000.0	1000.0	99.9997	0.00012525226	99.99979	99.99835	200000	9.417534e-09	9.2242466e-08	0.0009430115	-1.8713777e-09	0.17130092	0.015879206	0.207	6.0	232.1225118637085
