Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
11	829.5	170.5	1000.0	659.0	829.5	74.08755	13.427399	89.16514	13.532383	24000	5.275011e-09	481.78595	-0.021676524	-405.306	0.8098648	0.007308654	0.1195	79.0	25.93847131729126
12	1000.0	0.0	1000.0	1000.0	1000.0	97.52936	4.447018	106.27791	71.17723	26000	-1.6801059e-09	24.468597	-0.0026729004	-20.230171	0.7842627	0.019475944	0.3345	3.0	27.775465488433838
13	651.0	349.0	1000.0	302.0	651.0	95.3767	6.617054	105.62275	26.138815	28000	5.2154063e-09	169.9094	-0.0026796074	-17.646362	0.7834926	0.02447675	0.314	4.0	29.60887312889099
14	1000.0	0.0	1000.0	1000.0	1000.0	99.976494	1.6349094	103.69428	92.61437	30000	3.6358834e-09	2.8422256	0.00038174278	-1.4687321	0.78276753	0.015968885	0.183	3.0	31.476318836212158
15	761.5	63.5	825.0	698.0	761.5	98.032845	3.536152	105.52273	75.22352	32000	1.0855496e-08	417.44632	-0.0046507586	-146.48428	0.78227943	0.017418548	0.1735	6.0	33.32983374595642
16	1000.0	0.0	1000.0	1000.0	1000.0	91.13174	5.096995	101.3285	71.85313	34000	-1.4916063e-08	86.48672	-0.0019316333	-78.00815	0.78102887	0.016614273	0.2365	4.0	35.11163520812988
17	1000.0	0.0	1000.0	1000.0	1000.0	95.97898	7.606227	103.194466	51.18809	36000	1.9326807e-08	72.17243	-0.013948719	-66.766426	0.78020173	0.008801527	0.083	79.0	37.39634895324707
18	1000.0	0.0	1000.0	1000.0	1000.0	100.511665	1.2631093	103.188995	93.17031	38000	-4.6864153e-09	1.842101	-0.011740868	-0.90194196	0.7588127	0.0024607903	0.054	79.0	39.674647092819214
19	1000.0	0.0	1000.0	1000.0	1000.0	100.15078	0.8533078	104.25265	92.927605	40000	-1.1324882e-09	0.7328165	-0.01468536	-0.21906471	0.74085736	0.003834569	0.0585	79.0	41.952555418014526
20	1000.0	0.0	1000.0	1000.0	1000.0	100.191864	0.5177029	102.058815	97.5994	42000	9.566546e-09	0.3106742	-0.010904342	-0.10719752	0.7332988	0.008062277	0.0555	79.0	44.215882778167725
21	1000.0	0.0	1000.0	1000.0	1000.0	100.07039	0.40669703	101.744156	96.74936	44000	-2.1606683e-09	0.17095968	-0.008832483	-0.021303639	0.72164196	0.0011837351	0.038	79.0	46.5612428188324
22	1000.0	0.0	1000.0	1000.0	1000.0	100.05995	0.34863418	101.01252	98.28727	46000	-1.090765e-08	0.1294678	-0.011503987	-0.019129701	0.7116435	0.0034946962	0.051	79.0	48.896323442459106
23	1000.0	0.0	1000.0	1000.0	1000.0	99.96089	0.33289188	101.17009	97.73869	48000	-1.168251e-08	0.12248415	-0.009957953	-0.015880957	0.7072681	0.006888477	0.0355	79.0	51.266849517822266
24	1000.0	0.0	1000.0	1000.0	1000.0	100.12047	0.28250706	100.9502	98.55333	50000	6.9737434e-09	0.101339474	-0.009158324	-0.017273948	0.69855267	0.0046563116	0.0535	79.0	53.53027868270874
25	1000.0	0.0	1000.0	1000.0	1000.0	100.045815	0.28106987	101.68224	97.940384	52000	-1.3411045e-08	0.080393456	-0.0060558696	-0.007061027	0.6972606	0.0043191994	0.025	79.0	55.83095693588257
26	1000.0	0.0	1000.0	1000.0	1000.0	99.987656	0.29854998	101.8401	97.90883	54000	-3.5762786e-09	0.09379416	-0.007858215	-0.01170285	0.7006684	0.0037567895	0.0135	79.0	58.09045481681824
27	1000.0	0.0	1000.0	1000.0	1000.0	99.97792	0.2706763	100.72975	98.23993	56000	1.3574958e-08	0.0759361	-0.0075438893	-0.0056394413	0.69342816	0.00059924263	0.02	79.0	60.458099603652954
28	1000.0	0.0	1000.0	1000.0	1000.0	100.0239	0.23206666	100.75855	98.63586	58000	-2.6822091e-09	0.06208258	-0.00891444	-0.0041325428	0.684145	0.0030200724	0.0415	79.0	62.82036471366882
29	1000.0	0.0	1000.0	1000.0	1000.0	100.00883	0.2294677	100.94934	98.698044	60000	-5.39422e-09	0.054759167	-0.010219055	-0.0037635565	0.6813085	0.0032804387	0.0405	79.0	65.12253618240356
30	1000.0	0.0	1000.0	1000.0	1000.0	100.01411	0.21953908	100.73947	98.01273	62000	-1.34855505e-08	0.04980505	-0.011059234	-0.0040922947	0.6561929	0.002905625	0.0335	79.0	67.62144756317139
31	1000.0	0.0	1000.0	1000.0	1000.0	100.00987	0.20169845	100.886826	98.516556	64000	-2.9057263e-09	0.040652744	-0.0093211355	-0.0029448196	0.63773334	0.0022876523	0.041	79.0	70.11365413665771
32	1000.0	0.0	1000.0	1000.0	1000.0	100.014015	0.20209138	100.75886	98.80219	66000	-1.4305115e-09	0.044211604	0.005261687	-0.0031903647	0.6297952	0.016702155	0.3335	2.0	72.01550197601318
33	1000.0	0.0	1000.0	1000.0	1000.0	100.02317	0.22736512	100.56003	98.36546	68000	2.026558e-09	0.056413814	-0.006616406	-0.011799987	0.6296353	0.0052937977	0.042	79.0	74.49278831481934
34	1000.0	0.0	1000.0	1000.0	1000.0	100.01176	0.21066774	100.70466	98.72068	70000	-2.2500752e-09	0.045219354	-0.0076162196	-0.0053188093	0.6279938	0.005856122	0.057	79.0	77.11822462081909
35	1000.0	0.0	1000.0	1000.0	1000.0	100.00692	0.19531487	100.60771	98.8472	72000	-4.053116e-09	0.03806237	-0.007029285	-0.0031018332	0.5927769	0.001391256	0.05	79.0	79.64456248283386
36	1000.0	0.0	1000.0	1000.0	1000.0	100.022194	0.17352036	100.577194	98.974205	74000	-4.455447e-09	0.030849662	-0.0068476484	-0.0023314264	0.5780783	-0.0008181819	0.022	79.0	82.10022473335266
37	1000.0	0.0	1000.0	1000.0	1000.0	100.02396	0.18676482	100.786064	98.71433	76000	3.002584e-09	0.035974067	-0.010201983	-0.0037300251	0.5698296	0.0039226217	0.0545	79.0	84.46496605873108
38	1000.0	0.0	1000.0	1000.0	1000.0	99.9737	0.18466318	100.47173	98.73373	78000	-6.4074995e-10	0.034892324	0.0012326456	-0.00281642	0.5416435	0.017821826	0.246	2.0	86.29147744178772
39	1000.0	0.0	1000.0	1000.0	1000.0	100.03556	0.18776193	100.56298	98.92838	80000	-2.1278858e-08	0.040008698	-0.007845606	-0.0095059015	0.541301	0.0024963217	0.031	79.0	88.8678069114685
40	1000.0	0.0	1000.0	1000.0	1000.0	99.978455	0.18067318	100.40691	98.83665	82000	-3.5762787e-10	0.033282682	-0.009086425	-0.0046827737	0.5111694	0.0065113096	0.038	79.0	91.30394458770752
41	1000.0	0.0	1000.0	1000.0	1000.0	99.98048	0.15861197	100.60035	98.82474	84000	7.659197e-09	0.025643336	-0.009261355	-0.0023519602	0.5170884	0.0061243293	0.0555	79.0	93.69550061225891
42	1000.0	0.0	1000.0	1000.0	1000.0	99.98911	0.16919658	100.76608	98.86422	86000	8.348375e-09	0.02967291	-0.010029999	-0.0019311365	0.51893073	0.006138059	0.054	79.0	96.08195853233337
43	1000.0	0.0	1000.0	1000.0	1000.0	100.02177	0.15722671	100.725174	98.92621	88000	6.660819e-09	0.025216123	-0.0060852543	-0.0033699814	0.530437	0.0049539595	0.035	79.0	98.75407242774963
44	1000.0	0.0	1000.0	1000.0	1000.0	100.00018	0.1460633	100.46101	98.98088	90000	3.4049152e-09	0.021320954	-0.0074899322	-0.0016278066	0.5233453	0.0065727173	0.043	79.0	101.21641755104065
45	1000.0	0.0	1000.0	1000.0	1000.0	100.02178	0.14678772	100.3801	99.09918	92000	-1.001358e-08	0.022190467	-0.011715542	-0.002435336	0.5178772	0.0026877008	0.0665	79.0	103.53629660606384
46	1000.0	0.0	1000.0	1000.0	1000.0	100.00331	0.13870786	100.42142	99.06343	94000	7.629395e-09	0.022051694	-0.0076928856	-0.0015604254	0.4895522	0.005122253	0.039	79.0	105.88604497909546
47	1000.0	0.0	1000.0	1000.0	1000.0	100.02131	0.14508468	100.39728	99.14528	96000	-1.192093e-10	0.02123882	-0.009031916	-0.0019081943	0.49054563	0.0040844525	0.049	79.0	108.32610654830933
48	1000.0	0.0	1000.0	1000.0	1000.0	100.01044	0.13395117	100.40732	98.8979	98000	-1.5497207e-08	0.018345878	-0.009297322	-0.00178051	0.48817965	0.0060747326	0.0505	79.0	110.78272652626038
49	1000.0	0.0	1000.0	1000.0	1000.0	100.01263	0.12906137	101.40133	99.25841	100000	1.6860664e-08	0.016622843	-3.7762882e-05	-0.0019882768	0.46472362	0.017793998	0.2235	2.0	112.56889963150024
50	1000.0	0.0	1000.0	1000.0	1000.0	99.99472	0.15678161	100.36727	99.11207	102000	7.3611734e-09	0.024828464	-0.009117407	-0.005219156	0.46440893	0.0003265172	0.037	79.0	115.1090977191925
51	1000.0	0.0	1000.0	1000.0	1000.0	100.006874	0.12853418	100.3914	99.15024	104000	-6.572809e-09	0.016805038	-0.009621311	-0.0020405194	0.42472464	0.0048764017	0.0515	79.0	117.49545049667358
52	1000.0	0.0	1000.0	1000.0	1000.0	99.99772	0.122836865	100.33288	99.37582	106000	1.1265278e-08	0.016691891	-0.011086656	-0.0014257068	0.42305544	0.015120341	0.06	51.0	119.70590901374817
53	1000.0	0.0	1000.0	1000.0	1000.0	100.01125	0.10279741	100.34692	99.4327	108000	-9.983778e-10	0.010621576	0.0035666404	-0.0009228727	0.4104084	0.01623619	0.2375	2.0	121.59975910186768
54	1000.0	0.0	1000.0	1000.0	1000.0	99.985695	0.102031805	100.47914	99.145454	110000	-8.456409e-09	0.010603581	-0.011522013	-0.0016466379	0.40996194	0.0054140612	0.0535	79.0	124.00591778755188
55	1000.0	0.0	1000.0	1000.0	1000.0	100.00133	0.0971048	100.36848	99.25626	112000	3.4272671e-09	0.00987625	-0.0122324545	-0.000668901	0.3734836	0.01049431	0.058	79.0	126.53267979621887
56	1000.0	0.0	1000.0	1000.0	1000.0	100.000465	0.09689191	100.49267	99.24831	114000	5.7518483e-09	0.009403909	-0.0076243803	-0.0007060943	0.3428092	0.005249513	0.057	79.0	128.88838648796082
57	1000.0	0.0	1000.0	1000.0	1000.0	100.01158	0.08158658	100.41962	99.532814	116000	1.0699034e-08	0.006956538	-0.010971821	-0.0005772845	0.32202542	0.0008590067	0.0575	79.0	131.37330627441406
58	1000.0	0.0	1000.0	1000.0	1000.0	99.99901	0.08375696	100.32759	99.42705	118000	8.612871e-09	0.0070308936	0.0020810368	-0.00045088027	0.29791823	0.01855406	0.3335	7.0	133.2293028831482
59	1000.0	0.0	1000.0	1000.0	1000.0	100.00825	0.09780723	100.462395	99.403984	120000	1.835823e-08	0.009887012	-0.009448232	-0.0021083392	0.29681775	0.0044719963	0.0425	79.0	135.6303150653839
60	1000.0	0.0	1000.0	1000.0	1000.0	99.99094	0.07853134	100.26635	99.50656	122000	1.952052e-09	0.0062993024	0.006227731	-0.0005461797	0.28131226	0.022953678	0.354	2.0	137.50841689109802
61	1000.0	0.0	1000.0	1000.0	1000.0	100.00577	0.09593993	100.44291	99.36045	124000	9.536743e-09	0.009580558	-0.0073653325	-0.0024393415	0.2811755	0.007040468	0.0365	79.0	139.93552708625793
62	1000.0	0.0	1000.0	1000.0	1000.0	99.996124	0.077134356	100.3651	99.48088	126000	2.5331975e-08	0.0062182476	-0.011236451	-0.000731003	0.26692563	0.0046602692	0.063	79.0	142.32094311714172
63	1000.0	0.0	1000.0	1000.0	1000.0	100.00747	0.07096344	100.39016	99.61294	128000	2.1994113e-08	0.0052783573	-0.007497911	-0.00037389342	0.28500256	0.0061757998	0.0285	79.0	144.7655894756317
64	1000.0	0.0	1000.0	1000.0	1000.0	100.00658	0.06649809	100.20663	99.65026	130000	-1.1228025e-08	0.004461883	-0.008212495	-0.000291734	0.27656356	0.0058188387	0.0375	79.0	147.20478630065918
65	1000.0	0.0	1000.0	1000.0	1000.0	100.00573	0.06830763	100.29795	99.53024	132000	-1.7002225e-08	0.004805046	-0.0006006597	-0.0003663334	0.2871359	0.015819302	0.2065	2.0	149.0141909122467
66	1000.0	0.0	1000.0	1000.0	1000.0	99.99678	0.07649217	100.25349	99.53846	134000	-2.6941299e-08	0.0059665744	-0.00848562	-0.0015221122	0.28715903	0.004263292	0.031	79.0	151.44267773628235
67	1000.0	0.0	1000.0	1000.0	1000.0	100.00716	0.06416764	100.24784	99.35196	136000	9.6559525e-09	0.004357208	-0.012598168	-0.00048355153	0.26825804	0.0038604965	0.067	79.0	153.80939292907715
68	1000.0	0.0	1000.0	1000.0	1000.0	100.00462	0.057245508	100.211235	99.68748	138000	-1.579523e-08	0.0037227336	0.014487781	-0.00050332304	0.24601538	0.019635262	0.2945	4.0	155.6580469608307
69	1000.0	0.0	1000.0	1000.0	1000.0	99.98542	0.06253092	100.16192	99.61953	140000	1.0341406e-08	0.0052514877	0.0053044963	-0.0013064193	0.24529819	0.020298388	0.263	3.0	157.5031054019928
70	1000.0	0.0	1000.0	1000.0	1000.0	100.005486	0.06152719	100.22972	99.525055	142000	1.909025e-08	0.0038305693	0.0040131942	-0.0006440282	0.24485977	0.016166577	0.199	1.0	159.35693907737732
71	1000.0	0.0	1000.0	1000.0	1000.0	100.0075	0.062649876	100.26873	99.62213	144000	-3.218651e-09	0.0040962286	-0.005109063	-0.0012247087	0.24474719	0.0013395416	0.0275	79.0	161.72251439094543
72	1000.0	0.0	1000.0	1000.0	1000.0	100.0015	0.052742075	100.31031	99.66832	146000	-2.0325183e-08	0.0028810909	-0.008615455	-0.00033129053	0.23050588	0.004463278	0.1145	79.0	164.09208035469055
73	1000.0	0.0	1000.0	1000.0	1000.0	99.99595	0.048268765	100.22888	99.714035	148000	-1.3411046e-09	0.002392617	-0.009082684	-0.0002120249	0.20220123	0.0022611455	0.0445	79.0	166.43030953407288
74	1000.0	0.0	1000.0	1000.0	1000.0	99.99825	0.05025996	100.290405	99.630005	150000	5.0365925e-09	0.0025393805	-0.009789039	-0.00018776394	0.18292995	0.0011375647	0.053	79.0	168.842524766922
75	1000.0	0.0	1000.0	1000.0	1000.0	100.00084	0.044337146	100.16288	99.67491	152000	5.6028364e-09	0.0023198305	-0.007023282	-0.0001312457	0.17016225	-0.00041885916	0.0235	79.0	171.2245569229126
76	1000.0	0.0	1000.0	1000.0	1000.0	99.993034	0.043689717	100.255196	99.73215	154000	-1.0833144e-08	0.0019922643	1.5229195e-05	-0.00020115566	0.14735804	0.019237414	0.1345	2.0	173.03761219978333
77	1000.0	0.0	1000.0	1000.0	1000.0	100.00246	0.05202879	100.25353	99.6571	156000	-3.2126902e-08	0.0027701575	-0.007963991	-0.00092775445	0.14684303	0.0019085526	0.0805	79.0	175.47664642333984
78	1000.0	0.0	1000.0	1000.0	1000.0	100.005905	0.039836664	100.21342	99.81811	158000	1.3887882e-08	0.0016283236	-0.008544132	-0.0001472769	0.14836231	0.0048647346	0.054	79.0	177.86055207252502
79	1000.0	0.0	1000.0	1000.0	1000.0	99.998245	0.041433755	100.22402	99.71408	160000	1.3709068e-09	0.0018665746	-0.0027844827	-8.78406e-05	0.15156262	0.015069441	0.1035	12.0	179.77974843978882
80	1000.0	0.0	1000.0	1000.0	1000.0	99.999664	0.041052278	100.25154	99.77276	162000	8.5532665e-09	0.0017298085	-0.0090969335	-0.00031928055	0.15070531	9.258512e-05	0.0425	79.0	182.17212557792664
81	1000.0	0.0	1000.0	1000.0	1000.0	100.0044	0.03643424	100.223	99.79458	164000	-5.543232e-09	0.0013687564	-0.009415695	-0.0001170265	0.1184892	0.0037080313	0.0365	79.0	184.61918783187866
82	1000.0	0.0	1000.0	1000.0	1000.0	99.998245	0.036021195	100.21012	99.70371	166000	5.185604e-09	0.0013673677	-0.008846564	-8.182635e-05	0.116513714	0.003778575	0.0435	79.0	187.03467750549316
83	1000.0	0.0	1000.0	1000.0	1000.0	100.00109	0.035436075	100.23445	99.78856	168000	-2.8014183e-08	0.0012595572	-0.009403111	-5.7044206e-05	0.09360682	0.007727067	0.0755	79.0	189.44507598876953
84	1000.0	0.0	1000.0	1000.0	1000.0	100.00052	0.037306268	100.265045	99.74683	170000	1.2218952e-08	0.0015053549	-0.008079412	-0.00011781615	0.069916494	0.0043584616	0.06	79.0	191.8696732521057
85	1000.0	0.0	1000.0	1000.0	1000.0	100.000175	0.034199476	100.18358	99.751015	172000	-1.0073185e-08	0.0012148997	-0.0117793465	-0.00010861934	0.04895901	0.005839449	0.085	79.0	194.21953868865967
86	1000.0	0.0	1000.0	1000.0	1000.0	100.00052	0.032952093	100.113525	99.7789	174000	2.1651386e-08	0.0011813291	0.0019993377	-8.630904e-05	0.029950486	0.015838299	0.229	2.0	196.06720113754272
87	1000.0	0.0	1000.0	1000.0	1000.0	100.00303	0.036614504	100.14073	99.73751	176000	-8.568168e-10	0.0013863787	-0.009602794	-0.00020042306	0.029525284	0.003047487	0.047	79.0	198.49073338508606
88	1000.0	0.0	1000.0	1000.0	1000.0	100.001205	0.030590162	100.17651	99.76903	178000	4.768372e-10	0.0009548573	-0.009693351	-5.5305427e-05	-0.005608078	0.0038113229	0.0555	79.0	200.88567781448364
89	1000.0	0.0	1000.0	1000.0	1000.0	100.00241	0.028612753	100.17544	99.74002	180000	1.1980534e-08	0.00084898353	0.00835599	-6.087293e-05	-0.02603983	0.016976988	0.2835	10.0	202.8092942237854
90	1000.0	0.0	1000.0	1000.0	1000.0	100.00039	0.029737763	100.12834	99.75547	182000	-1.1622906e-09	0.00093690964	0.0065889186	-0.0001752805	-0.026349885	0.022378538	0.273	1.0	204.68446683883667
91	1000.0	0.0	1000.0	1000.0	1000.0	99.99426	0.035016485	100.14911	99.76187	184000	-2.795644e-08	0.0012726522	0.0006210348	-0.0005032861	-0.026265489	0.016014976	0.206	13.0	206.57741379737854
92	1000.0	0.0	1000.0	1000.0	1000.0	100.00339	0.028534908	100.1216	99.82242	186000	2.2292138e-08	0.00082707737	-0.0076632337	-0.00021666079	-0.026498185	0.003044673	0.0275	79.0	208.91767024993896
93	1000.0	0.0	1000.0	1000.0	1000.0	99.99822	0.027379382	100.21569	99.840965	188000	1.9460916e-08	0.00076960836	-0.0071888035	-9.513594e-05	-0.0017513046	0.0027464945	0.0345	79.0	211.3172914981842
94	1000.0	0.0	1000.0	1000.0	1000.0	100.00143	0.023757914	100.14366	99.83852	190000	2.6226044e-09	0.0006966415	-0.0018881583	-5.746819e-05	-0.023949143	0.016026428	0.147	6.0	213.1840844154358
95	1000.0	0.0	1000.0	1000.0	1000.0	100.005516	0.028642487	100.142586	99.855194	192000	-2.0965933e-08	0.0008515957	-0.0061445464	-0.00021626125	-0.024648802	0.0071345423	0.102	79.0	215.59520030021667
96	1000.0	0.0	1000.0	1000.0	1000.0	100.00061	0.024220517	100.177925	99.867195	194000	8.3446505e-10	0.00058765267	0.0010725693	-3.5633915e-05	-0.0453286	0.015704883	0.234	2.0	217.41624474525452
97	1000.0	0.0	1000.0	1000.0	1000.0	99.99855	0.02614271	100.12805	99.76574	196000	1.3560057e-08	0.00073127355	-0.008912684	-0.0001116551	-0.045694336	0.005625438	0.0435	79.0	219.82009196281433
98	1000.0	0.0	1000.0	1000.0	1000.0	99.99766	0.023601046	100.113365	99.83265	198000	1.2874604e-08	0.0005751199	-0.01098667	-4.625332e-05	-0.06490082	0.008941147	0.0755	79.0	222.14929032325745
99	1000.0	0.0	1000.0	1000.0	1000.0	100.002266	0.022871526	100.18235	99.76887	200000	-1.0371208e-08	0.00053569203	-0.010882386	-4.271313e-05	-0.07166195	0.0053043244	0.0435	79.0	224.54850506782532
