Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQVals	StdQVals	MaxQVals	MinQVals	LossPi	LossQ	Time
60	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	119999	251.47038	63.710636	301.4416	-70.651115	-258.31732	46.73474	915.68741106987
61	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	121999	248.57407	63.472134	291.34488	-52.00745	-254.83128	43.968113	931.9813957214355
62	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	123999	243.77858	66.32643	286.01245	-59.158825	-249.65729	32.777916	947.8893694877625
63	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	125999	240.37949	63.410603	283.5871	-37.68463	-246.10213	33.43012	964.357412815094
64	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	127999	238.73584	61.819595	312.4536	-39.74889	-244.86697	30.981876	981.0060260295868
65	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	129999	238.0864	64.46756	363.35703	-36.21824	-243.54309	28.621574	997.6000354290009
66	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	131999	234.86401	64.86117	379.27594	-34.234	-239.88934	24.719105	1013.9259495735168
67	1000.0	0.0	1000.0	1000.0	336.2	434.5595	1000.0	50.0	1000.0	336.2	133999	230.12244	64.33283	383.04324	-34.59585	-235.71506	25.662876	1027.8436288833618
68	1000.0	0.0	1000.0	1000.0	908.2	275.4	1000.0	82.0	1000.0	908.2	135999	239.4126	65.34741	392.51184	-34.837654	-246.6352	27.142258	1044.0141394138336
69	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	137999	255.35033	67.919044	392.47153	-38.844917	-262.76898	30.644278	1060.2385053634644
70	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	139999	263.02225	70.732506	395.1956	-45.867107	-269.70197	32.909267	1076.4934575557709
71	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	141999	261.22513	71.02535	403.97055	-50.992626	-266.78232	27.44693	1092.7992088794708
72	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	143999	253.48456	68.27892	421.23447	-44.420856	-258.4091	27.130384	1109.2990553379059
73	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	145999	244.86864	65.90484	402.50494	-37.915665	-249.40953	22.167227	1126.065798997879
74	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	147999	235.92372	62.291218	399.83853	-42.929157	-240.264	21.353058	1142.4066796302795
75	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	149999	232.79868	61.53441	383.1863	-53.390312	-237.9539	24.515675	1158.3765239715576
76	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	151999	237.68703	62.750942	372.15747	-50.827835	-243.3369	23.423553	1174.5411756038666
77	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	153999	245.44844	66.19101	339.75388	-71.572754	-251.4267	26.522165	1190.2527844905853
78	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	155999	249.24146	67.304634	335.202	-29.625267	-254.6736	23.88908	1206.1670892238617
79	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	157999	245.98505	65.45335	325.3073	-34.74482	-250.654	22.651665	1222.0475678443909
80	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	159999	239.0138	63.06277	324.02017	-29.170103	-243.53175	25.190495	1237.9884433746338
81	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	161999	234.69452	60.331005	327.69266	-22.481462	-239.3907	24.106188	1254.0233433246613
82	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	163999	232.2071	58.006317	328.8131	-46.0881	-236.375	21.024805	1270.68940615654
83	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	165999	228.72482	58.028652	303.80478	-34.679386	-233.11275	23.218018	1287.5148251056671
84	692.0	435.5778	1000.0	76.0	1000.0	0.0	1000.0	1000.0	692.0	1000.0	167999	225.47626	56.017662	299.06674	-21.00096	-229.589	19.304186	1304.4168968200684
85	425.6	464.1261	1000.0	42.0	1000.0	0.0	1000.0	1000.0	425.6	1000.0	169999	223.839	55.062576	291.21292	-26.524849	-228.14047	18.144852	1321.4891002178192
86	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	171999	220.91144	52.63666	279.6916	-22.563213	-224.69519	17.708363	1337.7979798316956
87	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	173999	215.66821	42.099045	268.6006	-30.055126	-219.36775	33.515896	1353.7493977546692
88	475.5	424.47055	1000.0	41.0	801.6	396.8	1000.0	8.0	475.5	801.6	175999	210.8079	35.31902	281.1743	-108.69014	-214.2223	63.377647	1369.3628559112549
89	90.73913	194.70227	1000.0	35.0	44.1	0.29999998	45.0	44.0	90.73913	44.1	177999	210.26944	35.77136	296.6422	-100.198235	-214.83856	42.70841	1381.6231694221497
90	60.59375	46.130154	298.0	39.0	123.2	6.6151342	143.0	120.0	60.59375	123.2	179999	222.8257	45.500942	304.6238	-97.280716	-228.18694	28.703321	1394.2489743232727
91	366.0	248.91364	718.0	187.0	1000.0	0.0	1000.0	1000.0	366.0	1000.0	181999	234.85324	52.889812	305.19635	-95.60852	-240.49634	29.073238	1410.3169004917145
92	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	183999	247.30531	57.944733	309.56253	-81.44011	-253.19362	26.527601	1426.4450433254242
93	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	185999	253.39783	58.362907	329.0594	-51.350517	-258.4	26.106905	1442.8337399959564
94	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	187999	251.55602	57.10009	340.78018	-35.61791	-255.82394	25.50884	1458.8219187259674
95	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	189999	249.9233	60.457275	350.1419	-38.609276	-254.42961	21.427792	1474.8512830734253
96	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	191999	253.10468	62.15956	351.08994	-38.287674	-258.34833	22.482204	1490.8162636756897
97	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	193999	264.28253	61.530537	338.96695	-26.193012	-270.41998	23.501766	1506.7351751327515
98	943.3333	80.13877	1000.0	830.0	1000.0	0.0	1000.0	1000.0	943.3333	1000.0	195999	272.65936	62.07121	322.6542	-44.128223	-278.14685	22.410925	1522.8202967643738
99	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	197999	274.53278	61.116974	317.85648	-29.906416	-279.42206	27.01664	1538.880439043045
100	1000.0	0.0	1000.0	1000.0	1000.0	0.0	1000.0	1000.0	1000.0	1000.0	199999	267.34534	60.149536	304.78885	-33.106586	-271.2221	20.769882	1555.102296113968
